model,loss,entropy,value_loss,policy_loss,use_slap,Num_ResBlock,lr,optimizer,dropout,L2,extra_act_fc,batch_size,train_loss,train_entropy,train_value_loss,train_policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new
s0_size5032_originalsize5032,2.781181574,2.76250577,0.000135347,2.781046152,TRUE,0,0.001,Adam,0,0.0001,FALSE,512,2.679438591,2.682381153,1.25E-05,2.679426193,0.000195369,1,0.999949928,0.999951466
s0_size5032_originalsize5032,2.781604767,2.762033224,0.000158974,2.781445742,TRUE,0,0.001,Adam,0,0.0001,FALSE,512,2.749366283,2.751984119,9.57E-06,2.749356747,0.000108668,1,0.9999602,0.999958394
s0_size5032_originalsize5032,2.781249046,2.76243782,0.000160792,2.781088352,TRUE,0,0.001,Adam,0,0.0001,FALSE,512,2.678149939,2.682807446,1.55E-05,2.678134441,0.000105227,1,0.999937237,0.99994752
s0_size5032_originalsize5032,2.781466961,2.762514114,8.07E-05,2.781386137,TRUE,0,0.001,Adam,0,0.0001,FALSE,512,2.792127848,2.795900822,1.68E-05,2.79211092,5.51E-05,1,0.999928585,0.999923789
n0_size40256_originalsize5032,4.372273445,4.154155731,0.22017017,4.152103424,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.370473385,4.154644966,0.216558605,4.153914928,4.67E-05,1,-0.000255594,-9.15E-05
n0_size40256_originalsize5032,4.371922016,4.1463027,0.219779134,4.152143002,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.362001419,4.143603325,0.205950975,4.156050205,0.000171512,1,0.002020609,0.002091016
n0_size40256_originalsize5032,4.371260166,4.154634953,0.219783261,4.15147686,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.368319511,4.15509367,0.218710303,4.149609089,1.96E-05,1,0.005105662,0.005556553
n0_size40256_originalsize5032,4.367770672,4.150015831,0.218036592,4.14973402,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.369123459,4.147341728,0.217767775,4.151355743,0.000220136,1,0.00738326,0.007336536
n0_size40256_originalsize5032,4.365805626,4.14859581,0.217991158,4.147814274,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.36828661,4.1510849,0.222547874,4.145738602,0.000196518,1,0.016164018,0.018384886
n0_size40256_originalsize5032,4.352628231,4.138599873,0.211014107,4.14161396,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.365902901,4.144001484,0.231654346,4.134248734,0.000562069,1,0.035990633,0.041720316
n0_size40256_originalsize5032,4.312585831,4.110857487,0.199670509,4.112915516,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.317015648,4.125563145,0.202939346,4.114076138,0.001476181,1,0.119571054,0.132465789
n0_size40256_originalsize5032,4.20220232,4.091682434,0.141403049,4.060799122,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.204564095,4.089609146,0.15127261,4.053291321,0.000446276,1,0.321957878,0.34117962
n0_size40256_originalsize5032,4.146796227,3.985639811,0.104267813,4.042528629,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.138102531,4.012099266,0.103720792,4.034381866,0.006316283,1,0.552749641,0.568668103
n0_size40256_originalsize5032,4.124066353,4.063583374,0.09848243,4.025583744,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.110284328,4.02008152,0.092145324,4.018138885,0.002316879,1,0.585124419,0.591190442
n0_size40256_originalsize5032,4.086987972,4.010568619,0.084140293,4.002847672,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.079450607,4.05621624,0.083129689,3.996320963,0.004467283,1,0.620725914,0.634938571
n0_size40256_originalsize5032,4.068865776,3.979261398,0.081616342,3.987249613,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.0776124,3.969075203,0.088254243,3.989357948,0.000225236,1,0.621689002,0.630163164
n0_size40256_originalsize5032,4.039383411,4.013580799,0.083119139,3.956264257,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,4.055915356,3.991792679,0.07720907,3.97870636,0.000821493,1,0.65934255,0.647451351
n0_size40256_originalsize5032,3.983931541,3.953251123,0.075484753,3.908446789,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.953954458,3.9484272,0.068746909,3.885207653,0.00122566,1,0.696203594,0.700364814
n0_size40256_originalsize5032,3.913783073,3.896524668,0.074499577,3.839283466,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.979583979,3.855916977,0.085575789,3.89400816,0.004067232,1,0.610810591,0.628377796
n0_size40256_originalsize5032,3.835954666,3.835204124,0.070264436,3.765690327,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.872576475,3.824403524,0.078935444,3.79364109,0.000719968,1,0.638505908,0.641793301
n0_size40256_originalsize5032,3.759128571,3.782270908,0.065242879,3.693885803,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.810285091,3.751111984,0.081974514,3.728310585,0.001647109,1,0.637250772,0.641865885
n0_size40256_originalsize5032,3.697980881,3.70964551,0.061221082,3.636759758,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.622162104,3.635156631,0.052640185,3.569521904,0.001320799,1,0.764750879,0.768814208
n0_size40256_originalsize5032,3.625133991,3.686524153,0.054457497,3.570676565,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.70912075,3.691595316,0.061818715,3.647302151,0.000967657,1,0.700589547,0.704175962
n0_size40256_originalsize5032,3.574837208,3.661622047,0.057157181,3.51767993,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.600961924,3.590936184,0.056132916,3.544828892,0.011380492,1,0.754539369,0.740249608
n0_size40256_originalsize5032,3.474019527,3.541609764,0.044682179,3.429337263,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.449117184,3.519670248,0.047621306,3.401495934,0.003440203,1,0.79578514,0.795678965
n0_size40256_originalsize5032,3.408095837,3.518217802,0.04687215,3.361223698,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.461805582,3.562722921,0.050294146,3.411511421,0.005890657,1,0.790269363,0.813555069
n0_size40256_originalsize5032,3.314601898,3.366860867,0.034197573,3.280404329,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.377617359,3.53947401,0.06282331,3.314794064,0.028718151,1,0.77454304,0.866385065
n0_size40256_originalsize5032,3.259302139,3.379136801,0.033173207,3.226128817,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.312801361,3.418466091,0.041969329,3.270832062,0.003804636,1,0.814751536,0.827181577
n0_size40256_originalsize5032,3.20183897,3.312833786,0.035117947,3.166721106,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.199672937,3.237823725,0.034245782,3.165427208,0.002753615,1,0.848267189,0.839307809
n0_size40256_originalsize5032,3.132464409,3.197495461,0.024091167,3.108373165,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.212822199,3.176128387,0.027233444,3.185588837,0.004094997,1,0.874278369,0.88651866
n0_size40256_originalsize5032,3.095830441,3.173298597,0.02189598,3.073934555,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.991720438,3.091422796,0.021414021,2.970306396,0.001783339,1,0.906762394,0.910197543
n0_size40256_originalsize5032,3.060889006,3.105043173,0.019847687,3.041041374,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.9460392,3.092060328,0.02777593,2.918263197,0.007477989,1,0.886576353,0.905219741
n0_size40256_originalsize5032,3.041054726,3.138133526,0.020189011,3.020865679,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.186756611,3.221017599,0.026435805,3.160320759,0.001661388,1,0.874823159,0.878718103
n0_size40256_originalsize5032,3.014548302,3.085337162,0.01695111,2.997597218,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.943771124,3.006876469,0.01997414,2.923796892,0.001775469,1,0.912246701,0.91394082
n0_size40256_originalsize5032,2.993468761,3.044214249,0.014496001,2.978972673,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.90723753,3.01952219,0.021203998,2.886033535,0.003088887,1,0.918113129,0.936044665
n0_size40256_originalsize5032,2.984704971,3.052256107,0.017628571,2.967076302,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.043074846,3.072440386,0.022110427,3.020964384,0.002201282,1,0.898167611,0.901479911
n0_size40256_originalsize5032,2.962458849,2.996241808,0.0117843,2.950674534,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.035754919,3.058439493,0.0142786,3.021476269,0.001779202,1,0.935230128,0.936064642
n0_size40256_originalsize5032,2.954132557,3.008370161,0.011153097,2.942979574,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.09476161,3.104256392,0.012873702,3.08188796,0.001796151,1,0.938400016,0.939759561
n0_size40256_originalsize5032,2.942806244,2.985236168,0.009639617,2.933166742,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.047259092,3.041233301,0.019469894,3.027789116,0.00157279,1,0.908967079,0.913620778
n0_size40256_originalsize5032,2.936082363,2.972020388,0.009494077,2.926588297,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.898578644,2.968119621,0.012906432,2.885672092,0.003278559,1,0.944455694,0.950504109
n0_size40256_originalsize5032,2.928379297,2.946594,0.007955721,2.920423508,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.977782249,3.011954308,0.008712995,2.969069242,0.001848107,1,0.959929661,0.960730507
n0_size40256_originalsize5032,2.92255044,2.979224443,0.008502753,2.914047718,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.971373081,2.967398882,0.011357514,2.960015535,0.001259507,1,0.948468852,0.950329672
n0_size40256_originalsize5032,2.920526505,2.996008396,0.010070458,2.910455942,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.988819361,2.879863024,0.021248311,2.96757102,0.009402353,1,0.904421992,0.945080074
n0_size40256_originalsize5032,2.912702322,2.973730564,0.010018437,2.902683973,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.028815746,3.050541401,0.008723633,3.02009201,0.001260122,1,0.961634797,0.959551703
n0_size40256_originalsize5032,2.902926683,2.945603132,0.005989879,2.896936893,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.776080608,2.757472277,0.014043346,2.762037277,0.003434202,1,0.93973664,0.957740098
n0_size40256_originalsize5032,2.899454117,2.906157732,0.005655664,2.893798351,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.73775816,2.71562624,0.008509526,2.729248524,0.001561338,1,0.963433755,0.971199604
n0_size40256_originalsize5032,2.899863005,2.893918276,0.006457402,2.893405676,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.945059776,2.882499933,0.013675313,2.931384563,0.001718557,1,0.938281287,0.951775682
n0_size40256_originalsize5032,2.897135496,2.885966301,0.006717128,2.890418291,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.035868168,2.980791569,0.013966384,3.021901846,0.001758062,1,0.935157648,0.940050806
n0_size40256_originalsize5032,2.887891531,2.90436697,0.004395483,2.883496046,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.870044231,2.920484304,0.007111691,2.862932444,0.00429592,1,0.969690063,0.965225457
n0_size40256_originalsize5032,2.887094498,2.944193602,0.006819291,2.880275249,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.994281054,3.015360832,0.006620841,2.98766017,0.001182066,1,0.971892512,0.97069171
n0_size40256_originalsize5032,2.884109259,2.916677952,0.005233672,2.878875494,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.869011641,2.885110617,0.006617622,2.862394094,0.001306576,1,0.9737668,0.974266604
n0_size40256_originalsize5032,2.878619432,2.920323372,0.003727669,2.874891758,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.870695591,2.903904915,0.003146031,2.867549658,0.001507866,1,0.986488828,0.986160699
n0_size40256_originalsize5032,2.897660732,2.986041069,0.015795229,2.881865501,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.026818991,3.03309536,0.007736803,3.019082069,0.003824841,1,0.963288661,0.938701466
n0_size40256_originalsize5032,2.874918938,2.907262087,0.005016662,2.869902372,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.89221406,2.881335735,0.004628113,2.887585878,0.003640166,1,0.978887606,0.979451238
n0_size40256_originalsize5032,2.872848034,2.89463973,0.003273382,2.869574547,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.894458771,2.892342567,0.006319737,2.888139009,0.001584986,1,0.972359618,0.969980584
n0_size40256_originalsize5032,2.870208502,2.896960735,0.003050019,2.867158413,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.854058504,2.892076492,0.002822439,2.851236105,0.002120715,1,0.988406254,0.992414678
n0_size40256_originalsize5032,2.870638609,2.92160511,0.004296682,2.866341829,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.902753592,2.941841841,0.007434194,2.895319462,0.001161256,1,0.967371347,0.969781326
n0_size40256_originalsize5032,2.866925716,2.866966009,0.00271891,2.864206791,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.840203524,2.819560766,0.004596267,2.83560729,0.001682723,1,0.979373562,0.983669904
n0_size40256_originalsize5032,2.862808943,2.875272751,0.002995006,2.859813929,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.795083761,2.799611807,0.003791581,2.791292191,0.001220573,1,0.983348545,0.976005726
n0_size40256_originalsize5032,2.86268115,2.897380352,0.00311302,2.859568119,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.868739605,2.899968147,0.003121356,2.865618229,0.001623215,1,0.987031694,0.989961623
n0_size40256_originalsize5032,2.863505602,2.907339811,0.004263885,2.859241724,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.950351715,2.959383726,0.002389239,2.947962523,0.001839252,1,0.988773162,0.988772926
n0_size40256_originalsize5032,2.859508276,2.865573883,0.002435006,2.857073307,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.841248751,2.831327438,0.004015369,2.837233305,0.001456251,1,0.981976032,0.981849149
n0_size40256_originalsize5032,2.859169483,2.88506341,0.002811035,2.856358528,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.813281775,2.838648796,0.003501248,2.809780598,0.001186727,1,0.985306099,0.985578623
n0_size40256_originalsize5032,2.863692999,2.935080767,0.004569327,2.859123707,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.848587513,2.884055138,0.003910175,2.844677448,0.002190879,1,0.982676238,0.978485585
n0_size40256_originalsize5032,2.854079485,2.89136076,0.002182917,2.851896524,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.909502983,2.911648273,0.003046786,2.906456232,0.002300228,1,0.985919173,0.987851845
n0_size40256_originalsize5032,2.851970911,2.863702059,0.002399059,2.849571943,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.878935099,2.866506577,0.00195398,2.87698102,0.001357689,1,0.991017668,0.987898575
n0_size40256_originalsize5032,2.851858854,2.876767159,0.002364076,2.849494696,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.810472488,2.826554775,0.002523606,2.807948828,0.00145393,1,0.989977927,0.990330835
n0_size40256_originalsize5032,2.849782705,2.87165904,0.002058343,2.847724438,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.84733057,2.875874758,0.00333865,2.843991995,0.001655141,1,0.986884611,0.993872456
n0_size40256_originalsize5032,2.851621151,2.892566204,0.003647342,2.847973824,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.868201017,2.856974602,0.002095373,2.866105556,0.00248286,1,0.990631411,0.988016783
n0_size40256_originalsize5032,2.846465111,2.86131525,0.002163393,2.844301701,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.673615456,2.652565718,0.003304069,2.670311451,0.001455219,1,0.986361311,0.984963816
n0_size40256_originalsize5032,2.847939014,2.88970232,0.003357728,2.844581366,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.754535675,2.784107208,0.003003487,2.751532078,0.00084508,1,0.988526755,0.987906136
n0_size40256_originalsize5032,2.849124908,2.901118755,0.003647821,2.845477104,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.882508516,2.879973888,0.003763509,2.878745079,0.002783482,1,0.982658065,0.987700852
n0_size40256_originalsize5032,2.843233109,2.848470211,0.001696779,2.841536283,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.703076363,2.730793238,0.001376056,2.701700211,0.001852552,1,0.994078473,0.990511611
n0_size40256_originalsize5032,2.844136,2.879200935,0.002047254,2.842088699,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.884220362,2.874232769,0.004316661,2.879903793,0.003077987,1,0.980157017,0.983107127
n0_size40256_originalsize5032,2.843888283,2.846971512,0.002997593,2.840890646,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.646881819,2.639264822,0.008309964,2.638571739,0.001636735,1,0.965343012,0.968856677
n0_size40256_originalsize5032,2.840878248,2.864445448,0.001670219,2.839208126,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.834528923,2.885272503,0.004755489,2.829773426,0.002453452,1,0.981329318,0.994184211
n0_size40256_originalsize5032,2.837744474,2.847253084,0.001503858,2.83624053,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.864100456,2.859995842,0.001697041,2.862403393,0.002335568,1,0.992156655,0.994875133
n0_size40256_originalsize5032,2.836943626,2.842037678,0.002055059,2.834888458,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.904812098,2.916759968,0.001905684,2.902906418,0.002771179,1,0.991123208,0.981733413
n0_size40256_originalsize5032,2.839111567,2.868592024,0.002823281,2.836288214,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.947593689,2.948723316,0.002104522,2.945489168,0.001672662,1,0.990272421,0.986672133
n0_size40256_originalsize5032,2.837202787,2.830266237,0.001787727,2.835415125,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.762236357,2.78208971,0.001010153,2.761226177,0.002840188,1,0.996176543,0.993511812
n0_size40256_originalsize5032,2.834532499,2.868982553,0.001323099,2.833209515,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.828008652,2.857297659,0.00118267,2.826826096,0.001070836,1,0.994868107,0.995685371
n0_size40256_originalsize5032,2.833592653,2.832514763,0.001526646,2.832066059,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.637250662,2.660959244,0.00060634,2.636644363,0.001761534,1,0.997495319,0.997674061
n0_size40256_originalsize5032,2.841476917,2.908310175,0.003609395,2.837867498,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.743108273,2.798020363,0.001943456,2.741164923,0.001371136,1,0.99315629,0.988323091
n0_size40256_originalsize5032,2.832576036,2.825276375,0.001310056,2.831265926,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.750297785,2.732527018,0.001923226,2.748374462,0.001155992,1,0.991565981,0.991873256
n0_size40256_originalsize5032,2.831138134,2.864975691,0.001333995,2.829804182,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.631811857,2.663339138,0.000970406,2.630841494,0.001203372,1,0.996332789,0.995820156
n0_size40256_originalsize5032,2.829241753,2.836449385,0.001244004,2.827997684,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.912697077,2.917019844,0.000582552,2.91211462,0.000986081,1,0.997267278,0.997229378
n0_size40256_originalsize5032,2.835370064,2.900505304,0.003266122,2.832103968,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.970677137,2.99530077,0.002158855,2.968518257,0.001883909,1,0.989908834,0.984920742
n0_size40256_originalsize5032,2.82676053,2.845696688,0.00108752,2.825673103,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.912471533,2.912261724,0.001055526,2.911416054,0.002567037,1,0.99512588,0.995307221
n0_size40256_originalsize5032,2.82577014,2.831666231,0.001462185,2.824307919,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.745252132,2.755248547,0.000848639,2.744403601,0.001350679,1,0.99625204,0.996044159
n0_size40256_originalsize5032,2.824733973,2.843939781,0.001251576,2.823482513,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.749217272,2.752654552,0.000923462,2.748293877,0.001528336,1,0.995928447,0.99621098
n0_size40256_originalsize5032,2.824476719,2.839506865,0.001029249,2.823447466,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.923201561,2.947037458,0.000868978,2.922332525,0.002329447,1,0.996165309,0.994773671
n0_size40256_originalsize5032,2.825481415,2.867099524,0.001441159,2.824040174,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.878481627,2.891938686,0.001013906,2.877467632,0.002280412,1,0.99539338,0.995119505
n0_size40256_originalsize5032,2.823257208,2.818166971,0.001777022,2.821480274,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.879020929,2.870308399,0.001796865,2.877223969,0.001409166,1,0.991795177,0.988693443
n0_size40256_originalsize5032,2.825735092,2.867872953,0.001425612,2.824309587,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.866619587,2.882236242,0.001341949,2.865277529,0.002987507,1,0.993822136,0.991123672
n0_size40256_originalsize5032,2.822416067,2.819108963,0.00184247,2.820573568,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.860201597,2.857402802,0.001318063,2.858883619,0.001842295,1,0.993915867,0.991506442
n0_size40256_originalsize5032,2.821167469,2.833160639,0.000987788,2.820179701,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.791891098,2.784235716,0.000759023,2.791131973,0.002448094,1,0.996610649,0.998237324
n0_size40256_originalsize5032,2.819668055,2.83085084,0.000866014,2.818802118,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.755845785,2.769768953,0.001250873,2.754594803,0.001628832,1,0.994652345,0.994817573
n0_size40256_originalsize5032,2.817654133,2.825992584,0.001185615,2.816468477,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.781246662,2.786573172,0.000636562,2.780610085,0.001161683,1,0.997155071,0.997990085
n0_size40256_originalsize5032,2.81712079,2.835208178,0.00099836,2.816122532,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.702949286,2.698660851,0.00218396,2.700765371,0.001554862,1,0.990468944,0.994455015
n0_size40256_originalsize5032,2.815942526,2.833709955,0.000990223,2.814952374,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.690347195,2.712824106,0.000213225,2.690134048,0.001198683,1,0.999083541,0.99906484
n0_size40256_originalsize5032,2.815973997,2.842579603,0.000828273,2.815145731,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.887240171,2.882873297,0.000579447,2.886660814,0.001338711,1,0.997277314,0.997556384
n0_size40256_originalsize5032,2.814803362,2.832058907,0.000905469,2.813897848,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.732135534,2.748673201,0.000531518,2.731604099,0.00136208,1,0.99767242,0.997696729
n0_size40256_originalsize5032,2.815601826,2.843543053,0.000949218,2.814652681,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.843434811,2.867024422,0.000880311,2.842554569,0.001180524,1,0.996222868,0.996606754
n0_size40256_originalsize5032,2.814170122,2.811680317,0.001067933,2.813102245,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.769599199,2.771132946,0.000252072,2.769347191,0.001539118,1,0.998880832,0.998874973
n0_size40256_originalsize5032,2.813901901,2.828624964,0.000815247,2.813086748,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.727622747,2.774427414,0.00234155,2.725281239,0.005230341,1,0.990860463,0.997187954
n0_size40256_originalsize5032,2.812354803,2.828568697,0.000864403,2.811490297,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.869057178,2.868808985,0.001705327,2.86735177,0.002198643,1,0.992104298,0.996612939
n0_size40256_originalsize5032,2.812710285,2.818969965,0.00167058,2.811039686,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.773923635,2.77710247,0.001900592,2.772022963,0.002314054,1,0.991501091,0.983511093
n0_size40256_originalsize5032,2.811957598,2.834364414,0.000932846,2.811024666,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.827849388,2.852851391,0.002024232,2.825825214,0.002298623,1,0.991740919,0.996441253
n0_size40256_originalsize5032,2.809848547,2.822128296,0.000721841,2.809126616,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.822493792,2.813182831,0.001343434,2.821150303,0.001757915,1,0.993868743,0.99755984
n0_size40256_originalsize5032,2.814660549,2.862769842,0.001384742,2.813275814,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.753460169,2.787237644,0.000414125,2.753046036,0.001635755,1,0.998421222,0.99667873
n0_size40256_originalsize5032,2.808472633,2.824351788,0.00055996,2.807912588,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,3.008228064,3.00659585,0.000676841,3.007551193,0.001251834,1,0.996631251,0.997164803
n0_size40256_originalsize5032,2.808192492,2.83351016,0.000567202,2.807625294,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.762842894,2.777922869,0.000214874,2.762628078,0.001299894,1,0.999108806,0.998466098
n0_size40256_originalsize5032,2.807636499,2.825053453,0.000544254,2.80709219,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.744184971,2.765815258,0.000571327,2.74361372,0.002035221,1,0.99786532,0.998712569
n0_size40256_originalsize5032,2.806093216,2.821626186,0.000560926,2.805532217,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.799571753,2.8094244,0.000248585,2.799323082,0.001400854,1,0.998876663,0.998918782
n0_size40256_originalsize5032,2.805416346,2.82221508,0.000586978,2.804829359,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.672203302,2.705044746,0.000846157,2.671357155,0.002345884,1,0.996696535,0.998687324
n0_size40256_originalsize5032,2.805241585,2.827820063,0.000573251,2.804668427,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.870353222,2.855100155,0.001627185,2.868726015,0.002891181,1,0.992553204,0.998892928
n0_size40256_originalsize5032,2.808390379,2.797172546,0.002343629,2.806046724,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.916612387,2.9281497,0.000570464,2.916041851,0.00148201,1,0.997273505,0.989444769
n0_size40256_originalsize5032,2.806005239,2.835209608,0.000838205,2.80516696,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.967908382,2.980988264,0.000497336,2.967411041,0.002024752,1,0.997602373,0.995453686
n0_size40256_originalsize5032,2.8038764,2.811005354,0.000655952,2.80322051,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.723026037,2.731607199,0.000150985,2.722875118,0.001557775,1,0.999364046,0.99926926
n0_size40256_originalsize5032,2.804856539,2.835186005,0.000478815,2.804377794,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.82490778,2.860035419,0.001971138,2.822936535,0.001744144,1,0.991073946,0.991281923
n0_size40256_originalsize5032,2.802145243,2.804139376,0.000620803,2.801524401,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.795494795,2.79934907,0.000298629,2.795196056,0.001280653,1,0.998658184,0.998959452
n0_size40256_originalsize5032,2.803892612,2.839375973,0.000745238,2.803147316,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.813457727,2.846286297,0.000742166,2.81271553,0.001145981,1,0.997088882,0.996701557
n0_size40256_originalsize5032,2.801334858,2.818958282,0.000588835,2.800745964,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.745511293,2.73699379,0.001489903,2.744021416,0.00272782,1,0.993436004,0.998397117
n0_size40256_originalsize5032,2.801205635,2.80170393,0.001127493,2.800078154,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.951156616,2.94869113,0.000433494,2.950723171,0.001547416,1,0.997907259,0.993948801
n0_size40256_originalsize5032,2.802518368,2.827934742,0.001237157,2.801281214,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.764816523,2.776199341,0.001511784,2.76330471,0.001196866,1,0.993880192,0.99476869
